"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"SURVEY","2019","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,680",""
"SURVEY","2019","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,650",""
"SURVEY","2019","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,700",""
"SURVEY","2019","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","18,000",""
"SURVEY","2019","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","10,700",""
"SURVEY","2019","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","5,700",""
"SURVEY","2018","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","8,470",""
"SURVEY","2018","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,600",""
"SURVEY","2018","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2018","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","10,100",""
"SURVEY","2018","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","14,500",""
"SURVEY","2018","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (D)",""
"SURVEY","2018","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,270",""
"SURVEY","2017","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,350",""
"SURVEY","2017","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,140",""
"SURVEY","2017","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","5,710",""
"SURVEY","2017","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,880",""
"SURVEY","2017","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","10,000",""
"SURVEY","2017","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,060",""
"SURVEY","2016","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","9,170",""
"SURVEY","2016","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","8,410",""
"SURVEY","2016","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","4,940",""
"SURVEY","2016","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (NA)",""
"SURVEY","2016","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","16,000",""
"SURVEY","2016","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","12,200",""
"SURVEY","2016","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","8,000",""
"SURVEY","2015","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,760",""
"SURVEY","2015","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","5,750",""
"SURVEY","2015","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,560",""
"SURVEY","2015","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,310",""
"SURVEY","2015","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","15,000",""
"SURVEY","2015","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","12,300",""
"SURVEY","2015","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","11,900",""
"SURVEY","2015","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","5,470",""
"SURVEY","2014","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","8,040",""
"SURVEY","2014","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,280",""
"SURVEY","2014","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,440",""
"SURVEY","2014","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","3,690",""
"SURVEY","2014","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (X)",""
"SURVEY","2014","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,760",""
"SURVEY","2014","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","15,500",""
"SURVEY","2014","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","11,600",""
"SURVEY","2014","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,830",""
"SURVEY","2013","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,710",""
"SURVEY","2013","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,810",""
"SURVEY","2013","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,500",""
"SURVEY","2013","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,620",""
"SURVEY","2013","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (X)",""
"SURVEY","2013","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","4,400",""
"SURVEY","2013","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","8,120",""
"SURVEY","2013","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","8,520",""
"SURVEY","2013","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,150",""
"SURVEY","2012","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","2,280",""
"SURVEY","2012","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","425",""
"SURVEY","2012","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,800",""
"SURVEY","2012","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,540",""
"SURVEY","2012","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (X)",""
"SURVEY","2012","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,000",""
"SURVEY","2012","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","12,100",""
"SURVEY","2012","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","11,800",""
"SURVEY","2012","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","947",""
"SURVEY","2011","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,370",""
"SURVEY","2011","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","5,900",""
"SURVEY","2011","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","3,930",""
"SURVEY","2011","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","3,850",""
"SURVEY","2011","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (X)",""
"SURVEY","2011","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","5,820",""
"SURVEY","2011","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","10,600",""
"SURVEY","2011","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","11,000",""
"SURVEY","2011","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","3,780",""
"SURVEY","2010","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","5,340",""
"SURVEY","2010","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","5,150",""
"SURVEY","2010","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","5,200",""
"SURVEY","2010","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","1,850",""
"SURVEY","2010","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (X)",""
"SURVEY","2010","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","3,830",""
"SURVEY","2010","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,970",""
"SURVEY","2010","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","9,630",""
"SURVEY","2010","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","3,170",""
"SURVEY","2009","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","10,100",""
"SURVEY","2009","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","10,200",""
"SURVEY","2009","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,000",""
"SURVEY","2009","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","5,380",""
"SURVEY","2009","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (X)",""
"SURVEY","2009","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,500",""
"SURVEY","2009","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","14,200",""
"SURVEY","2009","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","10,400",""
"SURVEY","2009","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,060",""
"SURVEY","2008","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,170",""
"SURVEY","2008","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,370",""
"SURVEY","2008","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,000",""
"SURVEY","2008","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","4,310",""
"SURVEY","2008","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (X)",""
"SURVEY","2008","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,500",""
"SURVEY","2008","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,900",""
"SURVEY","2008","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","9,620",""
"SURVEY","2008","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","333",""
"SURVEY","2007","YEAR","","NATIONAL","US TOTAL","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,290",""
"SURVEY","2007","YEAR","","STATE","MICHIGAN","26","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,510",""
"SURVEY","2007","YEAR","","STATE","NEW YORK","36","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,060",""
"SURVEY","2007","YEAR","","STATE","OREGON","41","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","769",""
"SURVEY","2007","YEAR","","STATE","OTHER STATES","","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED"," (X)",""
"SURVEY","2007","YEAR","","STATE","PENNSYLVANIA","42","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","5,830",""
"SURVEY","2007","YEAR","","STATE","UTAH","49","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","7,140",""
"SURVEY","2007","YEAR","","STATE","WASHINGTON","53","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","8,850",""
"SURVEY","2007","YEAR","","STATE","WISCONSIN","55","","","","","","","00000000","","CHERRIES","CHERRIES, TART - YIELD, MEASURED IN LB / ACRE","TOTAL","NOT SPECIFIED","6,120",""
